start,end,poi,ground,label_anon
2021-02-25 13:24:36,2021-02-25 13:25:00,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 13:25:00,2021-02-25 13:25:45,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:25:45,2021-02-25 13:26:17,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 13:26:17,2021-02-25 13:26:30,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:26:30,2021-02-25 13:26:46,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 13:26:46,2021-02-25 13:27:03,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:27:03,2021-02-25 13:27:14,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 13:27:14,2021-02-25 13:27:36,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:27:36,2021-02-25 13:28:07,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 13:28:07,2021-02-25 13:28:34,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:28:34,2021-02-25 13:28:50,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 13:28:50,2021-02-25 13:30:10,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:30:10,2021-02-25 13:30:30,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 13:30:30,2021-02-25 13:31:21,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:31:21,2021-02-25 13:31:50,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 13:31:50,2021-02-25 13:32:07,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:25:00,2021-02-25 13:25:30,4240,soft soil,label_10
2021-02-25 13:26:00,2021-02-25 13:27:00,4240,soft soil,label_10
2021-02-25 13:32:07,2021-02-25 13:32:11,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_1
2021-02-25 13:32:11,2021-02-25 13:33:10,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:33:10,2021-02-25 13:34:08,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 13:34:08,2021-02-25 13:34:32,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:34:32,2021-02-25 13:35:06,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 13:35:06,2021-02-25 13:36:11,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:37:10,2021-02-25 13:37:22,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 13:32:20,2021-02-25 14:13:39,"4220, 4230, 4240",asphalt,label_8
2021-02-25 13:32:55,2021-02-25 13:36:02,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_11
2021-02-25 13:36:25,2021-02-25 13:36:36,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_11
2021-02-25 13:36:11,2021-02-25 13:36:19,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_1
2021-02-25 13:36:19,2021-02-25 13:36:36,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:36:36,2021-02-25 13:36:42,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 13:36:42,2021-02-25 13:37:10,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:37:22,2021-02-25 13:37:45,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:37:10,2021-02-25 13:37:30,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_11
2021-02-25 13:37:45,2021-02-25 13:40:50,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_11
2021-02-25 13:37:45,2021-02-25 13:37:55,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 13:37:55,2021-02-25 13:38:20,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:38:20,2021-02-25 13:38:45,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 13:38:45,2021-02-25 13:39:20,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:39:20,2021-02-25 13:39:40,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 13:39:40,2021-02-25 13:40:30,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:40:30,2021-02-25 13:42:00,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:42:00,2021-02-25 13:42:20,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 13:42:20,2021-02-25 13:43:00,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:43:00,2021-02-25 13:43:47,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 13:43:47,2021-02-25 13:45:07,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:41:10,2021-02-25 13:42:20,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_11
2021-02-25 13:45:07,2021-02-25 13:45:12,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_1
2021-02-25 13:45:12,2021-02-25 13:45:46,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:45:46,2021-02-25 13:45:50,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_1
2021-02-25 13:42:20,2021-02-25 13:45:55,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_11
2021-02-25 13:45:50,2021-02-25 13:46:58,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:46:58,2021-02-25 13:56:52,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 13:55:52,2021-02-25 13:56:06,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:56:06,2021-02-25 14:04:14,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 14:04:14,2021-02-25 14:05:17,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:05:17,2021-02-25 14:06:53,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 14:06:53,2021-02-25 14:07:15,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:07:15,2021-02-25 14:08:56,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 14:08:56,2021-02-25 14:09:17,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:09:17,2021-02-25 14:10:00,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 14:10:00,2021-02-25 14:11:32,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:11:32,2021-02-25 14:23:17,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 14:23:17,2021-02-25 14:24:13,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:24:13,2021-02-25 14:24:52,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 14:24:52,2021-02-25 14:23:35,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 13:45:55,2021-02-25 13:46:45,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_11
2021-02-25 13:46:45,2021-02-25 13:51:10,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_11
2021-02-25 13:51:44,2021-02-25 13:52:44,4240,pipe,label_7
2021-02-25 13:52:44,2021-02-25 13:53:36,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_11
2021-02-25 13:52:44,2021-02-25 13:53:36,4240,pipe,label_7
2021-02-25 13:53:36,2021-02-25 13:57:00,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_11
2021-02-25 14:02:00,2021-02-25 14:13:37,"4210, 4240",soft soil,label_10
2021-02-25 14:13:37,2021-02-25 14:14:30,"4210, 4240",soft soil,label_10
2021-02-25 14:14:30,2021-02-25 14:16:20,4240,soft soil,label_7
2021-02-25 14:16:30,2021-02-25 14:16:55,4240,soft soil,label_7
2021-02-25 14:17:20,2021-02-25 14:18:11,4240,soft soil,label_10
2021-02-25 14:18:24,2021-02-25 14:18:47,4240,soft soil,label_10
2021-02-25 14:19:15,2021-02-25 14:22:30,4240,soft soil,label_7
2021-02-25 14:22:30,2021-02-25 14:22:50,4240,soft soil,label_7
2021-02-25 14:02:00,2021-02-25 14:23:15,4240,asphalt,label_9
2021-02-25 14:23:35,2021-02-25 14:23:59,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 14:26:56,2021-02-25 14:27:36,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:27:36,2021-02-25 14:27:40,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_1
2021-02-25 14:27:40,2021-02-25 14:27:52,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:27:52,2021-02-25 14:28:10,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 14:28:10,2021-02-25 14:28:19,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 14:28:19,2021-02-25 14:29:21,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:28:10,2021-02-25 14:28:50,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:28:56,2021-02-25 14:29:15,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 14:29:42,2021-02-25 14:30:10,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 14:29:21,2021-02-25 14:29:25,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_1
2021-02-25 14:29:25,2021-02-25 14:29:36,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:29:36,2021-02-25 14:29:38,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_1
2021-02-25 14:29:38,2021-02-25 14:30:09,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:30:09,2021-02-25 14:30:20,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 14:30:20,2021-02-25 14:30:30,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:30:30,2021-02-25 14:30:41,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_1
2021-02-25 14:30:41,2021-02-25 14:30:53,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:30:53,2021-02-25 14:34:26,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 14:34:26,2021-02-25 14:34:50,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:34:50,2021-02-25 14:35:02,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 14:42:56,2021-02-25 14:40:41,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:40:41,2021-02-25 14:41:10,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 14:42:10,2021-02-25 14:43:53,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:43:53,2021-02-25 14:44:32,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 14:44:32,2021-02-25 14:45:24,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:45:24,2021-02-25 14:46:21,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 14:46:50,2021-02-25 14:47:53,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:47:53,2021-02-25 14:52:55,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 14:52:55,2021-02-25 14:53:03,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:53:03,2021-02-25 14:53:16,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 14:53:16,2021-02-25 14:53:57,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:53:57,2021-02-25 14:54:20,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 14:54:40,2021-02-25 14:54:50,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:55:05,2021-02-25 14:55:20,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:55:20,2021-02-25 14:56:13,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 14:56:13,2021-02-25 14:56:31,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:56:31,2021-02-25 14:56:55,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 14:56:55,2021-02-25 14:58:37,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 14:58:37,2021-02-25 15:06:40,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 15:06:40,2021-02-25 15:06:50,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 15:06:50,2021-02-25 15:07:03,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 15:07:03,2021-02-25 15:07:25,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 15:07:25,2021-02-25 15:08:35,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 15:08:35,2021-02-25 15:09:28,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 15:09:28,2021-02-25 15:09:50,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 15:09:50,2021-02-25 15:10:23,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 15:10:23,2021-02-25 15:10:51,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 15:37:39,2021-02-25 15:37:42,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_1
2021-02-25 15:42:32,2021-02-25 15:42:44,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 15:43:24,2021-02-25 15:43:38,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 15:44:20,2021-02-25 15:58:57,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 15:59:50,2021-02-25 16:00:20,"4210, 4220, 4230, 4240, 4250 ,4260",soft soil,label_5
2021-02-25 16:00:20,2021-02-25 16:01:03,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 16:01:03,2021-02-25 16:06:00,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 16:06:00,2021-02-25 16:06:20,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 16:06:20,2021-02-25 17:55:10,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_2
2021-02-25 17:55:10,2021-02-25 18:14:06,"4210, 4220, 4230, 4240, 4250 ,4260",asphalt,label_4
2021-02-25 16:06:20,2021-02-25 17:54:37,"4210, 4220, 4230, 4240, 4250",asphalt,label_6
2021-02-25 17:54:37,2021-02-26 06:40:40,"4210, 4220, 4230, 4240, 4250",asphalt,label_6
2021-02-26 06:41:36,2021-02-26 06:41:47,"4220, 4230, 4240, 4250",asphalt,label_2
2021-02-26 06:41:47,2021-02-26 06:41:56,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 06:41:56,2021-02-26 06:42:06,"4220, 4230, 4240, 4250",asphalt,label_1
2021-02-26 06:42:06,2021-02-26 06:42:41,"4220, 4230, 4240, 4250",asphalt,label_4
2021-02-26 06:42:41,2021-02-26 06:42:54,"4230, 4240, 4250, 4260",asphalt,label_1
2021-02-26 06:42:54,2021-02-26 06:42:58,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 06:42:58,2021-02-26 06:43:06,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 06:43:06,2021-02-26 06:43:21,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 06:43:21,2021-02-26 06:43:26,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 06:43:26,2021-02-26 06:43:34,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 06:43:34,2021-02-26 06:44:06,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 06:44:06,2021-02-26 06:44:48,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 06:44:48,2021-02-26 06:44:52,"4230, 4240, 4250, 4260",asphalt,label_1
2021-02-26 06:44:52,2021-02-26 06:44:59,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 06:44:59,2021-02-26 06:50:21,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 06:50:21,2021-02-26 06:50:45,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 06:50:45,2021-02-26 06:52:17,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 06:52:17,2021-02-26 06:53:03,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 06:53:03,2021-02-26 06:53:21,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 06:53:21,2021-02-26 06:54:00,"4230, 4240, 4250, 4260",asphalt,label_1
2021-02-26 06:54:00,2021-02-26 06:54:18,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 06:54:18,2021-02-26 06:54:56,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 06:56:15,2021-02-26 06:56:20,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 06:56:20,2021-02-26 06:58:07,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 06:58:07,2021-02-26 06:58:35,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 06:58:35,2021-02-26 06:58:40,"4230, 4240, 4250, 4260",asphalt,label_1
2021-02-26 06:58:40,2021-02-26 06:59:38,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 06:59:38,2021-02-26 06:59:44,"4230, 4240, 4250, 4260",asphalt,label_1
2021-02-26 06:59:44,2021-02-26 06:59:50,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 06:59:50,2021-02-26 07:00:46,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 07:00:46,2021-02-26 07:01:10,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:01:10,2021-02-26 07:01:15,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 07:01:15,2021-02-26 07:01:29,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:01:29,2021-02-26 07:01:34,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 07:01:34,2021-02-26 07:01:40,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:01:40,2021-02-26 07:01:56,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 07:01:56,2021-02-26 07:02:10,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:02:10,2021-02-26 07:03:20,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 07:00:19,2021-02-26 07:04:40,"4220, 4230",asphalt,label_8
2021-02-26 07:03:20,2021-02-26 07:04:20,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:04:20,2021-02-26 07:04:44,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 07:04:44,2021-02-26 07:04:50,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:04:50,2021-02-26 07:05:22,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:05:22,2021-02-26 07:05:34,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 07:05:34,2021-02-26 07:06:02,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:06:02,2021-02-26 07:06:51,"4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 07:06:51,2021-02-26 07:07:59,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:07:59,2021-02-26 07:08:26,"4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 07:08:26,2021-02-26 07:09:11,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:09:11,2021-02-26 07:09:55,"4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 07:09:55,2021-02-26 07:10:47,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:10:47,2021-02-26 07:11:38,"4220, 4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 07:11:38,2021-02-26 07:12:15,"4220, 4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 07:12:15,2021-02-26 07:13:04,"4220, 4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:13:04,2021-02-26 07:15:53,"4220, 4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 07:15:53,2021-02-26 07:17:00,"4220, 4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:17:00,2021-02-26 07:18:10,"4220, 4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 07:18:10,2021-02-26 07:18:19,"4220, 4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:18:19,2021-02-26 07:20:28,"4220, 4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 07:17:10,2021-02-26 07:21:41,"4220, 4230",asphalt,label_8
2021-02-26 07:20:28,2021-02-26 07:21:07,"4220, 4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:21:07,2021-02-26 07:21:24,"4220, 4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 07:21:24,2021-02-26 07:22:27,"4220, 4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:22:27,2021-02-26 07:23:45,"4220, 4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 07:23:45,2021-02-26 07:25:00,"4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 07:25:00,2021-02-26 07:25:44,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:25:44,2021-02-26 07:34:19,"4220, 4230, 4250",asphalt,label_2
2021-02-26 07:34:19,2021-02-26 07:34:20,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:34:20,2021-02-26 07:35:20,"4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 07:35:20,2021-02-26 07:36:10,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:36:10,2021-02-26 07:37:02,"4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 07:37:02,2021-02-26 07:37:57,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:37:57,2021-02-26 07:44:40,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 07:44:40,2021-02-26 07:46:05,"4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 07:46:05,2021-02-26 07:47:00,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:47:00,2021-02-26 07:47:14,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:47:17,2021-02-26 07:56:46,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 07:56:46,2021-02-26 07:56:56,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:56:56,2021-02-26 07:58:15,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 07:58:15,2021-02-26 07:58:27,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 07:58:27,2021-02-26 08:05:57,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 08:05:57,2021-02-26 08:06:43,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 08:06:43,2021-02-26 08:07:15,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 08:07:15,2021-02-26 08:07:23,"4230, 4240, 4250, 4260",asphalt,label_1
2021-02-26 08:07:23,2021-02-26 08:09:46,"4230, 4240, 4250",asphalt,label_2
2021-02-26 08:09:46,2021-02-26 08:10:09,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 08:10:09,2021-02-26 08:10:30,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 08:10:30,2021-02-26 08:11:30,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 08:11:30,2021-02-26 08:12:12,"4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 08:12:12,2021-02-26 08:12:48,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 08:12:48,2021-02-26 08:13:25,"4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 08:13:25,2021-02-26 08:14:00,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 08:14:00,2021-02-26 08:15:00,"4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 08:15:00,2021-02-26 08:15:43,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 08:15:43,2021-02-26 08:20:39,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 08:20:39,2021-02-26 08:20:58,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 08:20:58,2021-02-26 08:21:44,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 08:21:44,2021-02-26 08:21:48,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 08:21:48,2021-02-26 08:24:04,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 08:45:03,2021-02-26 08:46:00,"4230, 4240, 4250, 4260",soft soil,label_4
2021-02-26 08:46:00,2021-02-26 08:46:44,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 08:46:44,2021-02-26 08:49:29,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 08:49:29,2021-02-26 08:50:22,"4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 08:50:22,2021-02-26 08:50:42,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 08:50:42,2021-02-26 08:51:12,"4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 08:51:12,2021-02-26 08:51:54,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 08:51:54,2021-02-26 09:05:27,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 09:05:27,2021-02-26 09:06:03,"4230, 4240, 4250, 4260",soft soil,label_5
2021-02-26 09:07:06,2021-02-26 09:07:43,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 09:06:03,2021-02-26 09:07:06,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:07:43,2021-02-26 09:08:37,"4230, 4240, 4250, 4260",asphalt,label_4
2021-02-26 09:08:37,2021-02-26 09:08:48,"4230, 4240, 4250, 4260",asphalt,label_2
2021-02-26 09:08:48,2021-02-26 09:08:58,"4230, 4240, 4250, 4260",asphalt,label_4
